"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN011180800","JABALPUR, IN","2017-06-10","0.01","90",,"82"
"IN011180800","JABALPUR, IN","2017-06-11","0.00","88",,
"IN011180800","JABALPUR, IN","2017-06-12",,"89",,
"IN011180800","JABALPUR, IN","2017-06-13",,"91",,"81"
"IN011180800","JABALPUR, IN","2017-06-14",,"92",,
"IN011180800","JABALPUR, IN","2017-06-15",,"89",,
"IN011180800","JABALPUR, IN","2017-06-16",,"86",,
"IN011180800","JABALPUR, IN","2017-06-17",,"89",,
"IN011180800","JABALPUR, IN","2017-06-18",,"92",,"80"
"IN011180800","JABALPUR, IN","2017-06-19",,"90",,
"IN011180800","JABALPUR, IN","2017-06-20",,"90",,
"IN011180800","JABALPUR, IN","2017-06-21",,"89",,
"IN011180800","JABALPUR, IN","2017-06-22",,"89",,
"IN011180800","JABALPUR, IN","2017-06-23",,"88",,"78"
"IN011180800","JABALPUR, IN","2017-06-24",,"86",,"80"
"IN011180800","JABALPUR, IN","2017-06-25",,"86",,
"IN011180800","JABALPUR, IN","2017-06-26",,"83",,"79"
"IN011180800","JABALPUR, IN","2017-06-27",,"86",,
"IN011180800","JABALPUR, IN","2017-06-28",,"80",,
"IN011180800","JABALPUR, IN","2017-06-29",,"83",,
"IN011180800","JABALPUR, IN","2017-06-30","0.59","82",,
"IN011180800","JABALPUR, IN","2017-07-01","0.00","80",,
"IN011180800","JABALPUR, IN","2017-07-02",,"83",,"77"
"IN011180800","JABALPUR, IN","2017-07-03",,"80",,
"IN011180800","JABALPUR, IN","2017-07-04",,"79",,
"IN011180800","JABALPUR, IN","2017-07-05",,"83",,"76"
"IN011180800","JABALPUR, IN","2017-07-06",,"85",,
"IN011180800","JABALPUR, IN","2017-07-07",,"87",,"77"
"IN011180800","JABALPUR, IN","2017-07-08",,"87",,"80"
"IN011180800","JABALPUR, IN","2017-07-09",,"82",,
"IN011180800","JABALPUR, IN","2017-07-10",,"78",,
"IN011180800","JABALPUR, IN","2017-07-11",,"78",,"74"
"IN011180800","JABALPUR, IN","2017-07-12",,"76",,
"IN011180800","JABALPUR, IN","2017-07-13",,"78",,
"IN011180800","JABALPUR, IN","2017-07-14",,"81",,"76"
"IN011180800","JABALPUR, IN","2017-07-15",,"78",,"76"
"IN011180800","JABALPUR, IN","2017-07-16",,"79",,"76"
"IN011180800","JABALPUR, IN","2017-07-17",,"81",,
"IN011180800","JABALPUR, IN","2017-07-18",,"83",,"73"
"IN011180800","JABALPUR, IN","2017-07-19",,"86",,
"IN011180800","JABALPUR, IN","2017-07-20",,"79",,
"IN011180800","JABALPUR, IN","2017-07-21",,"80",,"74"
"IN011180800","JABALPUR, IN","2017-07-22",,"80",,"77"
"IN011180800","JABALPUR, IN","2017-07-23",,"81",,"75"
"IN011180800","JABALPUR, IN","2017-07-24",,"79",,
"IN011180800","JABALPUR, IN","2017-07-25",,"79",,
"IN011180800","JABALPUR, IN","2017-07-26",,"78",,"73"
"IN011180800","JABALPUR, IN","2017-07-27",,"75",,"73"
"IN011180800","JABALPUR, IN","2017-07-28",,"80",,"75"
"IN011180800","JABALPUR, IN","2017-07-29",,"82",,
"IN011180800","JABALPUR, IN","2017-07-30",,"80",,
"IN011180800","JABALPUR, IN","2017-07-31",,"84",,
"IN011180800","JABALPUR, IN","2017-08-01",,"84",,
"IN011180800","JABALPUR, IN","2017-08-02",,"83",,
"IN011180800","JABALPUR, IN","2017-08-03",,"81",,"76"
"IN011180800","JABALPUR, IN","2017-08-04",,"80",,"76"
"IN011180800","JABALPUR, IN","2017-08-05",,"81",,"77"
"IN011180800","JABALPUR, IN","2017-08-06",,"76",,
"IN011180800","JABALPUR, IN","2017-08-07",,"77",,"73"
"IN011180800","JABALPUR, IN","2017-08-08","1.93","81",,"74"
"IN011180800","JABALPUR, IN","2017-08-09","0.00","83",,"77"
"IN011180800","JABALPUR, IN","2017-08-10",,"83",,
"IN011180800","JABALPUR, IN","2017-08-11",,"83",,
"IN011180800","JABALPUR, IN","2017-08-12",,"80",,
"IN011180800","JABALPUR, IN","2017-08-13",,"80",,
"IN011180800","JABALPUR, IN","2017-08-14",,"81",,
"IN011180800","JABALPUR, IN","2017-08-15",,"84",,
"IN011180800","JABALPUR, IN","2017-08-16",,"84",,
"IN011180800","JABALPUR, IN","2017-08-17",,"81","86",
"IN011180800","JABALPUR, IN","2017-08-18",,"83",,
"IN011180800","JABALPUR, IN","2017-08-19",,"83",,
"IN011180800","JABALPUR, IN","2017-08-20",,"85",,
"IN011180800","JABALPUR, IN","2017-08-21",,"82",,"76"
"IN011180800","JABALPUR, IN","2017-08-22",,"80",,
"IN011180800","JABALPUR, IN","2017-08-23",,"84",,
"IN011180800","JABALPUR, IN","2017-08-24",,"79",,
"IN011180800","JABALPUR, IN","2017-08-25",,"83",,
"IN011180800","JABALPUR, IN","2017-08-26",,"83",,
"IN011180800","JABALPUR, IN","2017-08-27",,"83",,
"IN011180800","JABALPUR, IN","2017-08-28",,"81",,
"IN011180800","JABALPUR, IN","2017-08-29",,"79",,
"IN011180800","JABALPUR, IN","2017-08-30",,"80",,"75"
"IN011180800","JABALPUR, IN","2017-08-31",,"84",,
"IN011180800","JABALPUR, IN","2017-09-01",,"84",,
"IN011180800","JABALPUR, IN","2017-09-02",,"83",,
"IN011180800","JABALPUR, IN","2017-09-03",,"83",,
"IN011180800","JABALPUR, IN","2017-09-04",,"85","92",
"IN011180800","JABALPUR, IN","2017-09-05",,"86",,
"IN011180800","JABALPUR, IN","2017-09-06",,"84",,
"IN011180800","JABALPUR, IN","2017-09-07",,"86",,
"IN011180800","JABALPUR, IN","2017-09-08","0.08","82",,
"IN011180800","JABALPUR, IN","2017-09-09","0.00","83",,
"IN011180800","JABALPUR, IN","2017-09-10",,"83",,
"IN011180800","JABALPUR, IN","2017-09-11",,"85",,
"IN011180800","JABALPUR, IN","2017-09-12",,"82",,
"IN011180800","JABALPUR, IN","2017-09-13",,"83",,
"IN011180800","JABALPUR, IN","2017-09-14",,"81",,
"IN011180800","JABALPUR, IN","2017-09-15",,"83",,
"IN011180800","JABALPUR, IN","2017-09-16",,"82",,
"IN011180800","JABALPUR, IN","2017-09-17",,"84",,
"IN011180800","JABALPUR, IN","2017-09-18",,"80",,
"IN011180800","JABALPUR, IN","2017-09-19",,"80",,
"IN011180800","JABALPUR, IN","2017-09-20",,"79",,
"IN011180800","JABALPUR, IN","2017-09-21",,"76",,
"IN011180800","JABALPUR, IN","2017-09-22",,"75",,
"IN011180800","JABALPUR, IN","2017-09-23",,"82",,"73"
"IN011180800","JABALPUR, IN","2017-09-24",,"82",,
"IN011180800","JABALPUR, IN","2017-09-25",,"82",,
"IN011180800","JABALPUR, IN","2017-09-26",,"84",,
"IN011180800","JABALPUR, IN","2017-09-27",,"83",,"75"
"IN011180800","JABALPUR, IN","2017-09-28",,"84",,"75"
"IN011180800","JABALPUR, IN","2017-09-29",,"83",,
"IN011180800","JABALPUR, IN","2017-09-30",,"85",,
"IN011180800","JABALPUR, IN","2017-10-01",,"83",,
"IN011180800","JABALPUR, IN","2017-10-02",,"82",,
"IN011180800","JABALPUR, IN","2017-10-03",,"82",,
"IN011180800","JABALPUR, IN","2017-10-04",,"80",,
"IN011180800","JABALPUR, IN","2017-10-05",,"84",,"75"
"IN011180800","JABALPUR, IN","2017-10-06",,"82",,
"IN011180800","JABALPUR, IN","2017-10-07",,"85",,
"IN011180800","JABALPUR, IN","2017-10-08",,"83",,"76"
"IN011180800","JABALPUR, IN","2017-10-09",,"79",,
"IN011180800","JABALPUR, IN","2017-10-10",,"83",,"74"
"IN011180800","JABALPUR, IN","2017-10-11",,"83",,
"IN011180800","JABALPUR, IN","2017-10-12",,"84",,
"IN011180800","JABALPUR, IN","2017-10-13",,"84",,
"IN011180800","JABALPUR, IN","2017-10-14",,"81",,
"IN011180800","JABALPUR, IN","2017-10-15",,"81",,"70"
"IN011180800","JABALPUR, IN","2017-10-16",,"81",,
"IN011180800","JABALPUR, IN","2017-10-17",,"80",,
"IN011180800","JABALPUR, IN","2017-10-18",,"77",,
"IN011180800","JABALPUR, IN","2017-10-19",,"80",,
"IN011180800","JABALPUR, IN","2017-10-20",,"84",,
"IN011180800","JABALPUR, IN","2017-10-21",,"83",,"74"
"IN011180800","JABALPUR, IN","2017-10-22",,"84",,
"IN011180800","JABALPUR, IN","2017-10-23",,"79",,
"IN011180800","JABALPUR, IN","2017-10-24",,"79",,
"IN011180800","JABALPUR, IN","2017-10-25",,"75",,
"IN011180800","JABALPUR, IN","2017-10-26",,"80",,
"IN011180800","JABALPUR, IN","2017-10-27",,"80",,
"IN011180800","JABALPUR, IN","2017-10-28",,"77",,"67"
"IN011180800","JABALPUR, IN","2017-10-29",,"79",,
"IN011180800","JABALPUR, IN","2017-10-30",,"77",,"64"
"IN011180800","JABALPUR, IN","2017-10-31",,"73",,"59"
"IN011180800","JABALPUR, IN","2017-11-01",,"73",,"60"
"IN011180800","JABALPUR, IN","2017-11-02",,"73","86",
"IN011180800","JABALPUR, IN","2017-11-03",,"74",,"60"
"IN011180800","JABALPUR, IN","2017-11-04",,"75",,"60"
"IN011180800","JABALPUR, IN","2017-11-05",,"74",,
"IN011180800","JABALPUR, IN","2017-11-06",,"74",,
"IN011180800","JABALPUR, IN","2017-11-07",,"76",,
"IN011180800","JABALPUR, IN","2017-11-08",,"73",,"60"
"IN011180800","JABALPUR, IN","2017-11-09",,"70",,
"IN011180800","JABALPUR, IN","2017-11-10",,"74",,"57"
"IN011180800","JABALPUR, IN","2017-11-11",,"71",,
"IN011180800","JABALPUR, IN","2017-11-12",,"67",,"55"
"IN011180800","JABALPUR, IN","2017-11-13",,"72",,
"IN011180800","JABALPUR, IN","2017-11-14",,"74",,
"IN011180800","JABALPUR, IN","2017-11-15",,"74",,
"IN011180800","JABALPUR, IN","2017-11-16",,"73",,"63"
"IN011180800","JABALPUR, IN","2017-11-17",,"74",,
"IN011180800","JABALPUR, IN","2017-11-18",,"77",,
"IN011180800","JABALPUR, IN","2017-11-19",,"76",,
"IN011180800","JABALPUR, IN","2017-11-20",,"69",,
"IN011180800","JABALPUR, IN","2017-11-21",,"71",,
"IN011180800","JABALPUR, IN","2017-11-22",,"69",,
"IN011180800","JABALPUR, IN","2017-11-23",,"69",,"55"
"IN011180800","JABALPUR, IN","2017-11-24",,"65",,
"IN011180800","JABALPUR, IN","2017-11-25",,"63",,
"IN011180800","JABALPUR, IN","2017-11-26",,"64","81",
"IN011180800","JABALPUR, IN","2017-11-27",,"69",,
"IN011180800","JABALPUR, IN","2017-11-28",,"69",,
"IN011180800","JABALPUR, IN","2017-11-29",,"70",,
"IN011180800","JABALPUR, IN","2017-11-30",,"69",,
"IN011180800","JABALPUR, IN","2017-12-01",,"67",,
"IN011180800","JABALPUR, IN","2017-12-02",,"62",,
"IN011180800","JABALPUR, IN","2017-12-03",,"62",,
"IN011180800","JABALPUR, IN","2017-12-04",,"66",,
"IN011180800","JABALPUR, IN","2017-12-05",,"68",,
"IN011180800","JABALPUR, IN","2017-12-06",,"70",,
"IN011180800","JABALPUR, IN","2017-12-07",,"69",,
"IN011180800","JABALPUR, IN","2017-12-08",,"70",,
"IN011180800","JABALPUR, IN","2017-12-09",,"65",,"54"
"IN011180800","JABALPUR, IN","2017-12-10",,"61",,
"IN011180800","JABALPUR, IN","2017-12-11",,"63",,
"IN011180800","JABALPUR, IN","2017-12-12",,"70",,"57"
"IN011180800","JABALPUR, IN","2017-12-13",,"72",,"59"
"IN011180800","JABALPUR, IN","2017-12-14",,"67",,"58"
"IN011180800","JABALPUR, IN","2017-12-15",,"68",,
"IN011180800","JABALPUR, IN","2017-12-16",,"67",,"58"
"IN011180800","JABALPUR, IN","2017-12-17",,"63",,
"IN011180800","JABALPUR, IN","2017-12-18",,"61",,
"IN011180800","JABALPUR, IN","2017-12-19",,"62",,"46"
"IN011180800","JABALPUR, IN","2017-12-20",,"63",,
"IN011180800","JABALPUR, IN","2017-12-21",,"64",,
"IN011180800","JABALPUR, IN","2017-12-22",,"62",,
"IN011180800","JABALPUR, IN","2017-12-23",,"60",,
"IN011180800","JABALPUR, IN","2017-12-24",,"65",,
"IN011180800","JABALPUR, IN","2017-12-25",,"63",,"49"
"IN011180800","JABALPUR, IN","2017-12-26",,"58",,"46"
"IN011180800","JABALPUR, IN","2017-12-27",,"61","77",
"IN011180800","JABALPUR, IN","2017-12-28",,"62",,
"IN011180800","JABALPUR, IN","2017-12-29",,"61",,
"IN011180800","JABALPUR, IN","2017-12-30",,"59",,"48"
"IN011180800","JABALPUR, IN","2017-12-31",,"62",,
"IN011180800","JABALPUR, IN","2018-01-01",,"64",,
"IN011180800","JABALPUR, IN","2018-01-02",,"62",,
"IN011180800","JABALPUR, IN","2018-01-03",,"61",,
"IN011180800","JABALPUR, IN","2018-01-04",,"58",,
"IN011180800","JABALPUR, IN","2018-01-05",,"62",,
"IN011180800","JABALPUR, IN","2018-01-06",,"63",,
"IN011180800","JABALPUR, IN","2018-01-07",,"59",,"46"
"IN011180800","JABALPUR, IN","2018-01-08",,"60",,"46"
"IN011180800","JABALPUR, IN","2018-01-09",,"61",,
"IN011180800","JABALPUR, IN","2018-01-10",,"59",,"44"
"IN011180800","JABALPUR, IN","2018-01-11",,"62",,
"IN011180800","JABALPUR, IN","2018-01-12",,"62",,"47"
"IN011180800","JABALPUR, IN","2018-01-13",,"64",,"49"
"IN011180800","JABALPUR, IN","2018-01-14",,"69",,
"IN011180800","JABALPUR, IN","2018-01-15",,"64",,"52"
"IN011180800","JABALPUR, IN","2018-01-16",,"62",,"49"
"IN011180800","JABALPUR, IN","2018-01-17",,"62",,
"IN011180800","JABALPUR, IN","2018-01-18",,"67",,"47"
"IN011180800","JABALPUR, IN","2018-01-19",,"63",,"49"
"IN011180800","JABALPUR, IN","2018-01-20",,"64",,
"IN011180800","JABALPUR, IN","2018-01-21",,"65",,"52"
"IN011180800","JABALPUR, IN","2018-01-22",,"66",,
"IN011180800","JABALPUR, IN","2018-01-23",,"68",,
"IN011180800","JABALPUR, IN","2018-01-24",,"65",,
"IN011180800","JABALPUR, IN","2018-01-25",,"62",,
"IN011180800","JABALPUR, IN","2018-01-26",,"62",,"46"
"IN011180800","JABALPUR, IN","2018-01-27",,"64",,
"IN011180800","JABALPUR, IN","2018-01-28",,"61",,
"IN011180800","JABALPUR, IN","2018-01-29",,"63",,
"IN011180800","JABALPUR, IN","2018-01-30",,"68",,
"IN011180800","JABALPUR, IN","2018-01-31",,"72",,
"IN011180800","JABALPUR, IN","2018-02-01",,"67",,
"IN011180800","JABALPUR, IN","2018-02-02",,"71",,
"IN011180800","JABALPUR, IN","2018-02-03",,"71",,
"IN011180800","JABALPUR, IN","2018-02-04",,"69",,
"IN011180800","JABALPUR, IN","2018-02-05",,"70",,"58"
"IN011180800","JABALPUR, IN","2018-02-06",,"71",,
"IN011180800","JABALPUR, IN","2018-02-07",,"67",,"62"
"IN011180800","JABALPUR, IN","2018-02-08",,"70",,
"IN011180800","JABALPUR, IN","2018-02-09",,"67",,
"IN011180800","JABALPUR, IN","2018-02-10",,"68",,
"IN011180800","JABALPUR, IN","2018-02-11",,"66","76",
"IN011180800","JABALPUR, IN","2018-02-12",,"68",,
"IN011180800","JABALPUR, IN","2018-02-13",,"63",,
"IN011180800","JABALPUR, IN","2018-02-14",,"64",,
"IN011180800","JABALPUR, IN","2018-02-15",,"67",,
"IN011180800","JABALPUR, IN","2018-02-16",,"67",,
"IN011180800","JABALPUR, IN","2018-02-17",,"71",,
"IN011180800","JABALPUR, IN","2018-02-18",,"71",,
"IN011180800","JABALPUR, IN","2018-02-19",,"69",,"58"
"IN011180800","JABALPUR, IN","2018-02-20",,"74",,
"IN011180800","JABALPUR, IN","2018-02-21",,"72",,
"IN011180800","JABALPUR, IN","2018-02-22",,"77",,
"IN011180800","JABALPUR, IN","2018-02-23",,"77",,
"IN011180800","JABALPUR, IN","2018-02-24",,"80",,
"IN011180800","JABALPUR, IN","2018-02-25",,"77",,
"IN011180800","JABALPUR, IN","2018-02-26",,"73",,
"IN011180800","JABALPUR, IN","2018-02-27",,"76","88",
"IN011180800","JABALPUR, IN","2018-02-28",,"76",,
"IN011180800","JABALPUR, IN","2018-03-01",,"79",,
"IN011180800","JABALPUR, IN","2018-03-02",,"78",,
"IN011180800","JABALPUR, IN","2018-03-03",,"83",,
"IN011180800","JABALPUR, IN","2018-03-04",,"81",,
"IN011180800","JABALPUR, IN","2018-03-05",,"75",,
"IN011180800","JABALPUR, IN","2018-03-06",,"76",,
"IN011180800","JABALPUR, IN","2018-03-07",,"78",,"59"
"IN011180800","JABALPUR, IN","2018-03-08",,"71","79",
"IN011180800","JABALPUR, IN","2018-03-09",,"77",,
"IN011180800","JABALPUR, IN","2018-03-10",,"80",,
"IN011180800","JABALPUR, IN","2018-03-11",,"81",,
"IN011180800","JABALPUR, IN","2018-03-12",,"78",,
"IN011180800","JABALPUR, IN","2018-03-13",,"81",,
"IN011180800","JABALPUR, IN","2018-03-14",,"83",,
"IN011180800","JABALPUR, IN","2018-03-15","0.00","76",,
"IN011180800","JABALPUR, IN","2018-03-16",,"81",,
"IN011180800","JABALPUR, IN","2018-03-17",,"76","90",
"IN011180800","JABALPUR, IN","2018-03-18",,"78",,
"IN011180800","JABALPUR, IN","2018-03-19",,"83",,"63"
"IN011180800","JABALPUR, IN","2018-03-20",,"81",,"68"
"IN011180800","JABALPUR, IN","2018-03-21",,"86",,
"IN011180800","JABALPUR, IN","2018-03-22",,"81",,
"IN011180800","JABALPUR, IN","2018-03-23",,"85",,
"IN011180800","JABALPUR, IN","2018-03-24",,"79",,
"IN011180800","JABALPUR, IN","2018-03-25",,"80",,
"IN011180800","JABALPUR, IN","2018-03-26",,"80",,
"IN011180800","JABALPUR, IN","2018-03-27",,"82",,"63"
"IN011180800","JABALPUR, IN","2018-03-28",,"85",,
"IN011180800","JABALPUR, IN","2018-03-29",,"83",,
"IN011180800","JABALPUR, IN","2018-03-30",,"90",,
"IN011180800","JABALPUR, IN","2018-03-31",,"90",,
"IN011180800","JABALPUR, IN","2018-04-01",,"83",,
"IN011180800","JABALPUR, IN","2018-04-02",,"84","98","69"
"IN011180800","JABALPUR, IN","2018-04-03",,"84",,
"IN011180800","JABALPUR, IN","2018-04-04",,"88",,
"IN011180800","JABALPUR, IN","2018-04-05",,"92",,
"IN011180800","JABALPUR, IN","2018-04-06",,"90",,
"IN011180800","JABALPUR, IN","2018-04-07",,"88",,
"IN011180800","JABALPUR, IN","2018-04-08",,"88",,
"IN011180800","JABALPUR, IN","2018-04-09",,"87",,
"IN011180800","JABALPUR, IN","2018-04-10",,"85",,
"IN011180800","JABALPUR, IN","2018-04-11",,"87",,
"IN011180800","JABALPUR, IN","2018-04-12",,"86",,
"IN011180800","JABALPUR, IN","2018-04-13",,"85",,
"IN011180800","JABALPUR, IN","2018-04-14",,"87",,
"IN011180800","JABALPUR, IN","2018-04-15",,"83","98",
"IN011180800","JABALPUR, IN","2018-04-16",,"89",,
"IN011180800","JABALPUR, IN","2018-04-17",,"90",,
"IN011180800","JABALPUR, IN","2018-04-18",,"87",,
"IN011180800","JABALPUR, IN","2018-04-19",,"88",,
"IN011180800","JABALPUR, IN","2018-04-21",,"94",,"80"
"IN011180800","JABALPUR, IN","2018-04-22",,"91",,"74"
"IN011180800","JABALPUR, IN","2018-04-23",,"87",,
"IN011180800","JABALPUR, IN","2018-04-24",,"91",,
"IN011180800","JABALPUR, IN","2018-04-25",,"93",,"70"
"IN011180800","JABALPUR, IN","2018-04-26",,"93",,"74"
"IN011180800","JABALPUR, IN","2018-04-27",,"92",,
"IN011180800","JABALPUR, IN","2018-04-28",,"94",,"77"
"IN011180800","JABALPUR, IN","2018-04-30",,"95",,"82"
"IN011180800","JABALPUR, IN","2018-05-01",,"94",,
"IN011180800","JABALPUR, IN","2018-05-02",,"95",,
"IN011180800","JABALPUR, IN","2018-05-03",,"92",,"75"
"IN011180800","JABALPUR, IN","2018-05-04",,"97",,
"IN011180800","JABALPUR, IN","2018-05-05",,"93",,
"IN011180800","JABALPUR, IN","2018-05-06",,"96",,
"IN011180800","JABALPUR, IN","2018-05-07",,"97",,"79"
"IN011180800","JABALPUR, IN","2018-05-08",,"98",,
"IN011180800","JABALPUR, IN","2018-05-09",,"98",,
"IN011180800","JABALPUR, IN","2018-05-10",,"97",,
"IN011180800","JABALPUR, IN","2018-05-11",,"101",,
"IN011180800","JABALPUR, IN","2018-05-12",,"101",,"83"
"IN011180800","JABALPUR, IN","2018-05-13",,"99",,
"IN011180800","JABALPUR, IN","2018-05-14",,"98",,
"IN011180800","JABALPUR, IN","2018-05-15",,"96",,
"IN011180800","JABALPUR, IN","2018-05-16",,"98",,
"IN011180800","JABALPUR, IN","2018-05-17",,"97",,"85"
"IN011180800","JABALPUR, IN","2018-05-18",,"102",,
"IN011180800","JABALPUR, IN","2018-05-19",,"99",,"84"
"IN011180800","JABALPUR, IN","2018-05-20",,"100",,"81"
"IN011180800","JABALPUR, IN","2018-05-21",,"99",,
"IN011180800","JABALPUR, IN","2018-05-22",,"102",,
"IN011180800","JABALPUR, IN","2018-05-23",,"101",,
"IN011180800","JABALPUR, IN","2018-05-24",,"103",,
"IN011180800","JABALPUR, IN","2018-05-25",,"100",,
"IN011180800","JABALPUR, IN","2018-05-26",,"101",,
"IN011180800","JABALPUR, IN","2018-05-27",,"101",,"83"
"IN011180800","JABALPUR, IN","2018-05-28",,"102",,
"IN011180800","JABALPUR, IN","2018-05-29",,"105",,
"IN011180800","JABALPUR, IN","2018-05-30",,"101",,
"IN011180800","JABALPUR, IN","2018-05-31",,"98",,
"IN011180800","JABALPUR, IN","2018-06-01","0.00","101",,"86"
"IN011180800","JABALPUR, IN","2018-06-02",,"99",,"81"
"IN011180800","JABALPUR, IN","2018-06-03",,"100",,"86"
"IN011180800","JABALPUR, IN","2018-06-04",,"98",,
"IN011180800","JABALPUR, IN","2018-06-05",,"98",,"84"
"IN011180800","JABALPUR, IN","2018-06-06",,"97",,
"IN011180800","JABALPUR, IN","2018-06-07",,"98",,
"IN011180800","JABALPUR, IN","2018-06-08",,"92",,
"IN011180800","JABALPUR, IN","2018-06-09",,"83",,
"IN011180800","JABALPUR, IN","2018-06-10",,"83",,
"IN011180800","JABALPUR, IN","2018-06-11",,"89","99","76"
"IN011180800","JABALPUR, IN","2018-06-12",,"88","97",
"IN011180800","JABALPUR, IN","2018-06-13",,"93",,
"IN011180800","JABALPUR, IN","2018-06-14",,"92",,"84"
"IN011180800","JABALPUR, IN","2018-06-15",,"93",,"83"
"IN011180800","JABALPUR, IN","2018-06-16",,"93",,
"IN011180800","JABALPUR, IN","2018-06-17",,"94",,"84"
"IN011180800","JABALPUR, IN","2018-06-18",,"89",,
"IN011180800","JABALPUR, IN","2018-06-19",,"94",,
"IN011180800","JABALPUR, IN","2018-06-20",,"95",,"80"
"IN011180800","JABALPUR, IN","2018-06-21",,"94",,
"IN011180800","JABALPUR, IN","2018-06-22",,"93",,
"IN011180800","JABALPUR, IN","2018-06-23",,"87",,
"IN011180800","JABALPUR, IN","2018-06-24",,"88",,"76"
"IN011180800","JABALPUR, IN","2018-06-25",,"90",,
"IN011180800","JABALPUR, IN","2018-06-26",,"86",,
"IN011180800","JABALPUR, IN","2018-06-27","0.28","83",,
"IN011180800","JABALPUR, IN","2018-06-28","0.00","79",,"76"
"IN011180800","JABALPUR, IN","2018-06-29","0.16","81",,"76"
"IN011180800","JABALPUR, IN","2018-06-30","0.00","85",,"77"
"IN011180800","JABALPUR, IN","2018-07-01",,"87",,
"IN011180800","JABALPUR, IN","2018-07-02",,"84",,"78"
"IN011180800","JABALPUR, IN","2018-07-03",,"84",,"77"
"IN011180800","JABALPUR, IN","2018-07-04",,"80","84",
"IN011180800","JABALPUR, IN","2018-07-05",,"80","84","76"
"IN011180800","JABALPUR, IN","2018-07-06",,"84","95","76"
"IN011180800","JABALPUR, IN","2018-07-07",,"83",,
"IN011180800","JABALPUR, IN","2018-07-08",,"89",,
"IN011180800","JABALPUR, IN","2018-07-09",,"84",,"78"
"IN011180800","JABALPUR, IN","2018-07-10",,"83",,"76"
"IN011180800","JABALPUR, IN","2018-07-11",,"84",,
"IN011180800","JABALPUR, IN","2018-07-12",,"81",,
"IN011180800","JABALPUR, IN","2018-07-13","1.06","78",,"76"
"IN011180800","JABALPUR, IN","2018-07-14","0.00","79",,
"IN011180800","JABALPUR, IN","2018-07-15",,"85",,"77"
"IN011180800","JABALPUR, IN","2018-07-16",,"84",,"76"
"IN011180800","JABALPUR, IN","2018-07-17",,"81",,
"IN011180800","JABALPUR, IN","2018-07-18","1.81","78",,
"IN011180800","JABALPUR, IN","2018-07-19","0.00","80",,
"IN011180800","JABALPUR, IN","2018-07-20",,"81",,"77"
"IN011180800","JABALPUR, IN","2018-07-21",,"79",,
"IN011180800","JABALPUR, IN","2018-07-22",,"78",,"76"
"IN011180800","JABALPUR, IN","2018-07-23",,"76",,
"IN011180800","JABALPUR, IN","2018-07-24",,"78",,"74"
"IN011180800","JABALPUR, IN","2018-07-25",,"76",,"75"
"IN011180800","JABALPUR, IN","2018-07-26",,"75",,
"IN011180800","JABALPUR, IN","2018-07-27",,"76",,
"IN011180800","JABALPUR, IN","2018-07-28",,"79",,
"IN011180800","JABALPUR, IN","2018-07-29",,"80",,
"IN011180800","JABALPUR, IN","2018-07-30",,"80",,
"IN011180800","JABALPUR, IN","2018-07-31",,"80",,
"IN011180800","JABALPUR, IN","2018-08-01",,"80",,
"IN011180800","JABALPUR, IN","2018-08-02","0.00","81",,"76"
"IN011180800","JABALPUR, IN","2018-08-03",,"80",,
"IN011180800","JABALPUR, IN","2018-08-04",,"83",,
"IN011180800","JABALPUR, IN","2018-08-05",,"82",,
"IN011180800","JABALPUR, IN","2018-08-06",,"80",,
"IN011180800","JABALPUR, IN","2018-08-07",,"79",,
"IN011180800","JABALPUR, IN","2018-08-08",,"78",,
"IN011180800","JABALPUR, IN","2018-08-09",,"79",,
"IN011180800","JABALPUR, IN","2018-08-10",,"81",,
"IN011180800","JABALPUR, IN","2018-08-11",,"80",,"77"
"IN011180800","JABALPUR, IN","2018-08-12",,"76",,
"IN011180800","JABALPUR, IN","2018-08-13",,"82",,"76"
"IN011180800","JABALPUR, IN","2018-08-14",,"81",,
"IN011180800","JABALPUR, IN","2018-08-15",,"81",,
"IN011180800","JABALPUR, IN","2018-08-16",,"83",,
"IN011180800","JABALPUR, IN","2018-08-17",,"83",,
"IN011180800","JABALPUR, IN","2018-08-18",,"82",,
"IN011180800","JABALPUR, IN","2018-08-19",,"80",,
"IN011180800","JABALPUR, IN","2018-08-20",,"79",,"73"
"IN011180800","JABALPUR, IN","2018-08-21",,"81",,"75"
"IN011180800","JABALPUR, IN","2018-08-22",,"76",,
"IN011180800","JABALPUR, IN","2018-08-23",,"76",,
"IN011180800","JABALPUR, IN","2018-08-24",,"77",,
"IN011180800","JABALPUR, IN","2018-08-25",,"76",,
"IN011180800","JABALPUR, IN","2018-08-26",,"77","81","72"
"IN011180800","JABALPUR, IN","2018-08-27",,"78",,
"IN011180800","JABALPUR, IN","2018-08-28",,"77",,
"IN011180800","JABALPUR, IN","2018-08-29",,"77",,
"IN011180800","JABALPUR, IN","2018-08-30",,"78",,
"IN011180800","JABALPUR, IN","2018-08-31",,"76",,
"IN011180800","JABALPUR, IN","2018-09-01",,"76",,"73"
"IN011180800","JABALPUR, IN","2018-09-02",,"75",,
"IN011180800","JABALPUR, IN","2018-09-03",,"78",,
"IN011180800","JABALPUR, IN","2018-09-04",,"79",,
"IN011180800","JABALPUR, IN","2018-09-05",,"75",,
