"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN011180800","JABALPUR, IN","2000-01-01","0.00","61","76",
"IN011180800","JABALPUR, IN","2000-01-02","0.00","58","75","45"
"IN011180800","JABALPUR, IN","2000-01-03","0.00","61","74","45"
"IN011180800","JABALPUR, IN","2000-01-04","0.00","59","75","44"
"IN011180800","JABALPUR, IN","2000-01-05","0.00","58","74","44"
"IN011180800","JABALPUR, IN","2000-01-06","0.00","60","74","43"
"IN011180800","JABALPUR, IN","2000-01-07","0.00","61","77","48"
"IN011180800","JABALPUR, IN","2000-01-08","0.00","62","79","47"
"IN011180800","JABALPUR, IN","2000-01-09","0.00","66","83","49"
"IN011180800","JABALPUR, IN","2000-01-10","0.00","69","84","54"
"IN011180800","JABALPUR, IN","2000-01-11","0.00","71","87","53"
"IN011180800","JABALPUR, IN","2000-01-12",,"67","87",
"IN011180800","JABALPUR, IN","2000-01-13","0.00","69","82",
"IN011180800","JABALPUR, IN","2000-01-14",,"67","79","56"
"IN011180800","JABALPUR, IN","2000-01-15",,"64","75","55"
"IN011180800","JABALPUR, IN","2000-01-16",,"59","70",
"IN011180800","JABALPUR, IN","2000-01-17",,"55","70","46"
"IN011180800","JABALPUR, IN","2000-01-18",,"60","76","43"
"IN011180800","JABALPUR, IN","2000-01-19",,"66","82","51"
"IN011180800","JABALPUR, IN","2000-01-20",,"65","79","52"
"IN011180800","JABALPUR, IN","2000-01-21",,"68","83",
"IN011180800","JABALPUR, IN","2000-01-22",,"66","82","51"
"IN011180800","JABALPUR, IN","2000-01-23",,"66","81","52"
"IN011180800","JABALPUR, IN","2000-01-24",,"67","78","54"
"IN011180800","JABALPUR, IN","2000-01-25",,"65",,"50"
"IN011180800","JABALPUR, IN","2000-01-26",,"75","85","51"
"IN011180800","JABALPUR, IN","2000-01-27",,"68","83","56"
"IN011180800","JABALPUR, IN","2000-01-28",,"60","72",
"IN011180800","JABALPUR, IN","2000-01-29",,"60","73","47"
"IN011180800","JABALPUR, IN","2000-01-30",,"61","79","46"
"IN011180800","JABALPUR, IN","2000-01-31",,"73","85","48"
"IN011180800","JABALPUR, IN","2000-02-01",,"69","83","59"
"IN011180800","JABALPUR, IN","2000-02-02",,"71","81","58"
"IN011180800","JABALPUR, IN","2000-02-03",,"71","82",
"IN011180800","JABALPUR, IN","2000-02-04",,"71","84","55"
"IN011180800","JABALPUR, IN","2000-02-05",,"72","81","62"
"IN011180800","JABALPUR, IN","2000-02-06",,"62","77","56"
"IN011180800","JABALPUR, IN","2000-02-07",,"63","74","52"
"IN011180800","JABALPUR, IN","2000-02-08",,"63","77","50"
"IN011180800","JABALPUR, IN","2000-02-09",,"65","76","52"
"IN011180800","JABALPUR, IN","2000-02-10",,"67","80",
"IN011180800","JABALPUR, IN","2000-02-11",,"66","80","59"
"IN011180800","JABALPUR, IN","2000-02-12",,"63","77",
"IN011180800","JABALPUR, IN","2000-02-13",,"63","73","51"
"IN011180800","JABALPUR, IN","2000-02-14",,"66","73","50"
"IN011180800","JABALPUR, IN","2000-02-15",,"65","76",
"IN011180800","JABALPUR, IN","2000-02-16",,"63",,"54"
"IN011180800","JABALPUR, IN","2000-02-17",,"63","80","53"
"IN011180800","JABALPUR, IN","2000-02-18",,"66","81","51"
"IN011180800","JABALPUR, IN","2000-02-19",,"60",,"48"
"IN011180800","JABALPUR, IN","2000-02-20",,"70","84","54"
"IN011180800","JABALPUR, IN","2000-02-21",,"71","81",
"IN011180800","JABALPUR, IN","2000-02-22","0.00","73","82","58"
"IN011180800","JABALPUR, IN","2000-02-23","0.02","61","64",
"IN011180800","JABALPUR, IN","2000-02-24","0.20","62","72",
"IN011180800","JABALPUR, IN","2000-02-25","0.00","65","77","52"
"IN011180800","JABALPUR, IN","2000-02-26",,"67","80","55"
"IN011180800","JABALPUR, IN","2000-02-27",,"67","84","51"
"IN011180800","JABALPUR, IN","2000-02-28",,"70","88","51"
"IN011180800","JABALPUR, IN","2000-02-29",,"77","91","60"
"IN011180800","JABALPUR, IN","2000-03-01",,"78","93","62"
"IN011180800","JABALPUR, IN","2000-03-02",,"78","92",
"IN011180800","JABALPUR, IN","2000-03-03",,"78","92","63"
"IN011180800","JABALPUR, IN","2000-03-06",,"76","92","61"
"IN011180800","JABALPUR, IN","2000-03-07",,"77","91","63"
"IN011180800","JABALPUR, IN","2000-03-08",,"73","89",
"IN011180800","JABALPUR, IN","2000-03-09",,"71","84",
"IN011180800","JABALPUR, IN","2000-03-10",,"74","89","58"
"IN011180800","JABALPUR, IN","2000-03-11",,"82",,"63"
"IN011180800","JABALPUR, IN","2000-03-12",,"81",,"71"
"IN011180800","JABALPUR, IN","2000-03-13",,"78",,"71"
"IN011180800","JABALPUR, IN","2000-03-14",,"74","87","61"
"IN011180800","JABALPUR, IN","2000-03-15",,"76","86","60"
"IN011180800","JABALPUR, IN","2000-03-16",,"78","90",
"IN011180800","JABALPUR, IN","2000-03-17",,"76",,
"IN011180800","JABALPUR, IN","2000-03-18",,"82","94",
"IN011180800","JABALPUR, IN","2000-03-19",,"76",,"61"
"IN011180800","JABALPUR, IN","2000-03-20",,"78","89","59"
"IN011180800","JABALPUR, IN","2000-03-21",,"83","96","60"
"IN011180800","JABALPUR, IN","2000-03-25",,"75","87",
"IN011180800","JABALPUR, IN","2000-03-26",,"77",,"60"
"IN011180800","JABALPUR, IN","2000-03-27",,"77","93",
"IN011180800","JABALPUR, IN","2000-03-28",,"82",,"62"
"IN011180800","JABALPUR, IN","2000-03-29",,"81","97","62"
"IN011180800","JABALPUR, IN","2000-03-31",,"85","102","66"
"IN011180800","JABALPUR, IN","2000-04-01",,"87","104","69"
"IN011180800","JABALPUR, IN","2000-04-02",,"87","101","71"
"IN011180800","JABALPUR, IN","2000-04-03",,"87","102","71"
"IN011180800","JABALPUR, IN","2000-04-04",,"86",,"69"
"IN011180800","JABALPUR, IN","2000-04-05",,"81",,"73"
"IN011180800","JABALPUR, IN","2000-04-06",,"86","104","69"
"IN011180800","JABALPUR, IN","2000-04-07",,"87","103",
"IN011180800","JABALPUR, IN","2000-04-08",,"88",,"71"
"IN011180800","JABALPUR, IN","2000-04-09",,"87",,
"IN011180800","JABALPUR, IN","2000-04-11",,"92","103","69"
"IN011180800","JABALPUR, IN","2000-04-12",,"90","106","73"
"IN011180800","JABALPUR, IN","2000-04-14",,"89",,
"IN011180800","JABALPUR, IN","2000-04-15",,"91","105","80"
"IN011180800","JABALPUR, IN","2000-04-17",,"89","105","74"
"IN011180800","JABALPUR, IN","2000-04-18",,"93","107","78"
"IN011180800","JABALPUR, IN","2000-04-23",,"87","98","79"
"IN011180800","JABALPUR, IN","2000-04-27","0.02","93","110","84"
"IN011180800","JABALPUR, IN","2000-05-01",,"94","109","82"
"IN011180800","JABALPUR, IN","2000-05-02",,"96","110","83"
"IN011180800","JABALPUR, IN","2000-05-03",,"99","111","78"
"IN011180800","JABALPUR, IN","2000-05-04",,"93","109",
"IN011180800","JABALPUR, IN","2000-05-05",,"94","108","82"
"IN011180800","JABALPUR, IN","2000-05-06","0.02","91","103","77"
"IN011180800","JABALPUR, IN","2000-05-07","0.43","87","98","71"
"IN011180800","JABALPUR, IN","2000-05-08","0.00","89","100","78"
"IN011180800","JABALPUR, IN","2000-05-09",,"83","100",
"IN011180800","JABALPUR, IN","2000-05-10",,"90","101","78"
"IN011180800","JABALPUR, IN","2000-05-11",,"89",,
"IN011180800","JABALPUR, IN","2000-05-12","0.00","88","101","77"
"IN011180800","JABALPUR, IN","2000-05-13","0.00","90","102",
"IN011180800","JABALPUR, IN","2000-05-14",,"88","100",
"IN011180800","JABALPUR, IN","2000-05-15",,"87","98","78"
"IN011180800","JABALPUR, IN","2000-05-16","0.31","91","102","74"
"IN011180800","JABALPUR, IN","2000-05-17","0.00","95","104","83"
"IN011180800","JABALPUR, IN","2000-05-18",,"95","105","86"
"IN011180800","JABALPUR, IN","2000-05-19",,"95","102","87"
"IN011180800","JABALPUR, IN","2000-05-22",,"84","98",
"IN011180800","JABALPUR, IN","2000-05-23",,"92","104",
"IN011180800","JABALPUR, IN","2000-05-24",,"94","105","82"
"IN011180800","JABALPUR, IN","2000-05-25",,"94","105","84"
"IN011180800","JABALPUR, IN","2000-05-26",,"94","104","83"
"IN011180800","JABALPUR, IN","2000-05-27",,"95",,"83"
"IN011180800","JABALPUR, IN","2000-05-28",,"98","109",
"IN011180800","JABALPUR, IN","2000-06-02",,"95","103","82"
"IN011180800","JABALPUR, IN","2000-06-03",,"97","106","85"
"IN011180800","JABALPUR, IN","2000-06-04",,"92","105",
"IN011180800","JABALPUR, IN","2000-06-05",,"85","97",
"IN011180800","JABALPUR, IN","2000-06-08","3.98","77","87",
"IN011180800","JABALPUR, IN","2000-06-13","0.63","85","94","74"
"IN011180800","JABALPUR, IN","2000-06-14","0.43","84","94","75"
"IN011180800","JABALPUR, IN","2000-06-15","0.31","88","95","80"
"IN011180800","JABALPUR, IN","2000-06-16","0.00","86","95",
"IN011180800","JABALPUR, IN","2000-06-17",,"83","88",
"IN011180800","JABALPUR, IN","2000-06-18",,"83","94",
"IN011180800","JABALPUR, IN","2000-06-19",,"79","88","74"
"IN011180800","JABALPUR, IN","2000-06-20",,"77","80","74"
"IN011180800","JABALPUR, IN","2000-06-21",,"79","84","74"
"IN011180800","JABALPUR, IN","2000-06-22","0.12","80","85","72"
"IN011180800","JABALPUR, IN","2000-06-23","0.00","86","94","78"
"IN011180800","JABALPUR, IN","2000-06-24",,"89","96",
"IN011180800","JABALPUR, IN","2000-06-25",,"87","97","80"
"IN011180800","JABALPUR, IN","2000-06-26",,"87","97","80"
"IN011180800","JABALPUR, IN","2000-06-27",,"88","99","81"
"IN011180800","JABALPUR, IN","2000-06-28",,"88","99","78"
"IN011180800","JABALPUR, IN","2000-06-29",,"85","96","79"
"IN011180800","JABALPUR, IN","2000-06-30",,"85","94","78"
"IN011180800","JABALPUR, IN","2000-07-01",,"86","96","80"
"IN011180800","JABALPUR, IN","2000-07-02",,"85",,
"IN011180800","JABALPUR, IN","2000-07-03",,"80","92","77"
"IN011180800","JABALPUR, IN","2000-07-04",,"86","95","75"
"IN011180800","JABALPUR, IN","2000-07-05",,"88","98","80"
"IN011180800","JABALPUR, IN","2000-07-06",,"81","96",
"IN011180800","JABALPUR, IN","2000-07-07",,"84","94","76"
"IN011180800","JABALPUR, IN","2000-07-08",,"81","92",
"IN011180800","JABALPUR, IN","2000-07-09",,"82","92","76"
"IN011180800","JABALPUR, IN","2000-07-10","0.00","81","88",
"IN011180800","JABALPUR, IN","2000-07-11","0.01","81","91","76"
"IN011180800","JABALPUR, IN","2000-07-12","0.31","82","93","76"
"IN011180800","JABALPUR, IN","2000-07-13","0.24","81","87","78"
"IN011180800","JABALPUR, IN","2000-07-14","1.06","80","85","75"
"IN011180800","JABALPUR, IN","2000-07-15","0.00","80","85",
"IN011180800","JABALPUR, IN","2000-07-16","0.08","77","80","74"
"IN011180800","JABALPUR, IN","2000-07-17","0.04","78","82","75"
"IN011180800","JABALPUR, IN","2000-07-18","0.12","76",,"75"
"IN011180800","JABALPUR, IN","2000-07-19","1.57","75","77",
"IN011180800","JABALPUR, IN","2000-07-20","4.09","76","80","72"
"IN011180800","JABALPUR, IN","2000-07-21","0.03","77","80","73"
"IN011180800","JABALPUR, IN","2000-07-22","0.00","80","87","74"
"IN011180800","JABALPUR, IN","2000-07-23","0.02","76","81","73"
"IN011180800","JABALPUR, IN","2000-07-24","0.31","79","87","73"
"IN011180800","JABALPUR, IN","2000-07-25","0.39","76","86",
"IN011180800","JABALPUR, IN","2000-07-26","1.93","75","77","72"
"IN011180800","JABALPUR, IN","2000-07-27","2.68","74","75",
"IN011180800","JABALPUR, IN","2000-07-28","1.06","76","81","71"
"IN011180800","JABALPUR, IN","2000-07-29","0.04","76","83","74"
"IN011180800","JABALPUR, IN","2000-07-30","0.00","77","81",
"IN011180800","JABALPUR, IN","2000-08-01",,"82","89",
"IN011180800","JABALPUR, IN","2000-08-02",,"86","90",
"IN011180800","JABALPUR, IN","2000-08-09","0.08","82","92",
"IN011180800","JABALPUR, IN","2000-08-10","0.35","80","87","76"
"IN011180800","JABALPUR, IN","2000-08-11","1.14","81","88","76"
"IN011180800","JABALPUR, IN","2000-08-12","0.08","80","85","75"
"IN011180800","JABALPUR, IN","2000-08-13","0.83","79","83","76"
"IN011180800","JABALPUR, IN","2000-08-14","0.00","80","84",
"IN011180800","JABALPUR, IN","2000-08-15",,"77","83","75"
"IN011180800","JABALPUR, IN","2000-08-16","0.59","79","82","74"
"IN011180800","JABALPUR, IN","2000-08-17","0.00","79","86","74"
"IN011180800","JABALPUR, IN","2000-08-19","0.28","77","84","74"
"IN011180800","JABALPUR, IN","2000-08-20","0.04","80","89","74"
"IN011180800","JABALPUR, IN","2000-08-21","0.00","80","86",
"IN011180800","JABALPUR, IN","2000-08-30",,"79",,
"IN011180800","JABALPUR, IN","2000-09-01",,"79","85",
"IN011180800","JABALPUR, IN","2000-09-02",,"80","86","74"
"IN011180800","JABALPUR, IN","2000-09-03",,"77","82",
"IN011180800","JABALPUR, IN","2000-09-04",,"77","80",
"IN011180800","JABALPUR, IN","2000-09-05","0.08","76","79",
"IN011180800","JABALPUR, IN","2000-09-06","0.08","74","77","72"
"IN011180800","JABALPUR, IN","2000-09-07","1.02","76",,"73"
"IN011180800","JABALPUR, IN","2000-09-08","1.22","77","83","72"
"IN011180800","JABALPUR, IN","2000-09-09","0.00","80","86",
"IN011180800","JABALPUR, IN","2000-09-10",,"81",,
"IN011180800","JABALPUR, IN","2000-09-11",,"81","88","72"
"IN011180800","JABALPUR, IN","2000-09-12",,"81","89","73"
"IN011180800","JABALPUR, IN","2000-09-13",,"80",,"74"
"IN011180800","JABALPUR, IN","2000-09-15","0.02","81","86",
"IN011180800","JABALPUR, IN","2000-09-16","0.00","82","90","76"
"IN011180800","JABALPUR, IN","2000-09-17","0.03","83",,"75"
"IN011180800","JABALPUR, IN","2000-09-20",,"81",,
"IN011180800","JABALPUR, IN","2000-09-21",,"77","89",
"IN011180800","JABALPUR, IN","2000-09-26",,"80","93","72"
"IN011180800","JABALPUR, IN","2000-09-27",,"83","94",
"IN011180800","JABALPUR, IN","2000-10-11",,"85","96","73"
"IN011180800","JABALPUR, IN","2000-10-15",,"78","92","66"
"IN011180800","JABALPUR, IN","2000-10-18",,"79","91","68"
"IN011180800","JABALPUR, IN","2000-10-19",,"81","94",
"IN011180800","JABALPUR, IN","2000-10-20",,"84","98","68"
"IN011180800","JABALPUR, IN","2000-10-21",,"80","98","67"
"IN011180800","JABALPUR, IN","2000-10-22",,"82","98","67"
"IN011180800","JABALPUR, IN","2000-10-23",,"78",,
"IN011180800","JABALPUR, IN","2000-10-24",,"80",,"69"
"IN011180800","JABALPUR, IN","2000-10-27",,"74","90","62"
"IN011180800","JABALPUR, IN","2000-10-28",,"73",,
"IN011180800","JABALPUR, IN","2000-10-29",,"76","89","63"
"IN011180800","JABALPUR, IN","2000-10-30",,"75","89",
"IN011180800","JABALPUR, IN","2000-10-31",,"76","91","63"
"IN011180800","JABALPUR, IN","2000-11-01",,"78","90","62"
"IN011180800","JABALPUR, IN","2000-11-02",,"76","89","60"
"IN011180800","JABALPUR, IN","2000-11-03",,"72","89","62"
"IN011180800","JABALPUR, IN","2000-11-04",,"74","87","62"
"IN011180800","JABALPUR, IN","2000-11-05",,"70","87","62"
"IN011180800","JABALPUR, IN","2000-11-06",,"71","89","61"
"IN011180800","JABALPUR, IN","2000-11-07",,"74","90","60"
"IN011180800","JABALPUR, IN","2000-11-08",,"74","90","59"
"IN011180800","JABALPUR, IN","2000-11-09",,"76","91",
"IN011180800","JABALPUR, IN","2000-11-10",,"75","91","63"
"IN011180800","JABALPUR, IN","2000-11-11",,"75","89",
"IN011180800","JABALPUR, IN","2000-11-12",,"75","89","58"
"IN011180800","JABALPUR, IN","2000-11-13",,"76","87","58"
"IN011180800","JABALPUR, IN","2000-11-14",,"71","88","57"
"IN011180800","JABALPUR, IN","2000-11-15",,"71","87","59"
"IN011180800","JABALPUR, IN","2000-11-16",,"71","87","57"
"IN011180800","JABALPUR, IN","2000-11-17",,"70","86","54"
"IN011180800","JABALPUR, IN","2000-11-18",,"69","87","53"
"IN011180800","JABALPUR, IN","2000-11-19",,"74","89","55"
"IN011180800","JABALPUR, IN","2000-11-20",,"71","86",
"IN011180800","JABALPUR, IN","2000-11-21",,"69","84","55"
"IN011180800","JABALPUR, IN","2000-11-22",,"67","87","56"
"IN011180800","JABALPUR, IN","2000-11-23",,"72","88","59"
"IN011180800","JABALPUR, IN","2000-11-24",,"73","89","58"
"IN011180800","JABALPUR, IN","2000-11-25",,"71","86","61"
"IN011180800","JABALPUR, IN","2000-11-26",,"69","83","57"
"IN011180800","JABALPUR, IN","2000-11-27",,"69","85","56"
"IN011180800","JABALPUR, IN","2000-11-28",,"71","83","61"
"IN011180800","JABALPUR, IN","2000-11-29",,"67","78","57"
"IN011180800","JABALPUR, IN","2000-11-30",,"66","77","58"
"IN011180800","JABALPUR, IN","2000-12-01",,"61","75",
"IN011180800","JABALPUR, IN","2000-12-02",,"56","74","44"
"IN011180800","JABALPUR, IN","2000-12-03",,"60","74","42"
"IN011180800","JABALPUR, IN","2000-12-04",,"59","79",
"IN011180800","JABALPUR, IN","2000-12-05",,"63","83","45"
"IN011180800","JABALPUR, IN","2000-12-06",,"67","85","51"
"IN011180800","JABALPUR, IN","2000-12-07",,"62","82","49"
"IN011180800","JABALPUR, IN","2000-12-08",,"64","81","48"
"IN011180800","JABALPUR, IN","2000-12-09",,"67","86","51"
"IN011180800","JABALPUR, IN","2000-12-10",,"70","87","54"
"IN011180800","JABALPUR, IN","2000-12-11",,"66","84","51"
"IN011180800","JABALPUR, IN","2000-12-12",,"59","77",
"IN011180800","JABALPUR, IN","2000-12-13",,"61","80","46"
"IN011180800","JABALPUR, IN","2000-12-14",,"62","80","48"
"IN011180800","JABALPUR, IN","2000-12-15",,"65","83","51"
"IN011180800","JABALPUR, IN","2000-12-16",,"64","82","51"
"IN011180800","JABALPUR, IN","2000-12-17",,"65",,
"IN011180800","JABALPUR, IN","2000-12-18",,"66","84","54"
"IN011180800","JABALPUR, IN","2000-12-19",,"65","82","53"
"IN011180800","JABALPUR, IN","2000-12-20",,"63","80","51"
"IN011180800","JABALPUR, IN","2000-12-21",,"60","77","46"
"IN011180800","JABALPUR, IN","2000-12-22",,"58","76","44"
"IN011180800","JABALPUR, IN","2000-12-23",,"58","77","44"
"IN011180800","JABALPUR, IN","2000-12-24",,"56","76","43"
"IN011180800","JABALPUR, IN","2000-12-25",,"58","76","45"
"IN011180800","JABALPUR, IN","2000-12-26",,"60","77","44"
"IN011180800","JABALPUR, IN","2000-12-27",,"62","77","46"
"IN011180800","JABALPUR, IN","2000-12-28",,"59","80","45"
"IN011180800","JABALPUR, IN","2000-12-29",,"63","79","47"
"IN011180800","JABALPUR, IN","2000-12-30",,"64","78","46"
"IN011180800","JABALPUR, IN","2000-12-31",,"65","77","55"
"IN011180800","JABALPUR, IN","2001-01-01",,"58","62",
"IN011180800","JABALPUR, IN","2001-01-02","0.02","57","63",
"IN011180800","JABALPUR, IN","2001-01-03","0.00","53","62",
"IN011180800","JABALPUR, IN","2001-01-04",,"55","68","43"
"IN011180800","JABALPUR, IN","2001-01-05",,"52","66","44"
"IN011180800","JABALPUR, IN","2001-01-06",,"54","70","39"
"IN011180800","JABALPUR, IN","2001-01-07",,"61","78","47"
"IN011180800","JABALPUR, IN","2001-01-08",,"63","77",
"IN011180800","JABALPUR, IN","2001-01-09",,"57","70",
"IN011180800","JABALPUR, IN","2001-01-10",,"57","71","43"
"IN011180800","JABALPUR, IN","2001-01-11",,"62","76","45"
"IN011180800","JABALPUR, IN","2001-01-12",,"66","82","51"
"IN011180800","JABALPUR, IN","2001-01-14",,"59","75","48"
"IN011180800","JABALPUR, IN","2001-01-15",,"63","79","48"
"IN011180800","JABALPUR, IN","2001-01-16",,"61","73","53"
"IN011180800","JABALPUR, IN","2001-01-17",,"63","78","52"
"IN011180800","JABALPUR, IN","2001-01-18",,"64","80","54"
"IN011180800","JABALPUR, IN","2001-01-19",,"66","80",
"IN011180800","JABALPUR, IN","2001-01-20",,"68","83","54"
"IN011180800","JABALPUR, IN","2001-01-21",,"70","84","58"
"IN011180800","JABALPUR, IN","2001-01-22",,"70","81",
"IN011180800","JABALPUR, IN","2001-01-23",,"64","78","53"
"IN011180800","JABALPUR, IN","2001-01-24",,"58","71","46"
"IN011180800","JABALPUR, IN","2001-01-25",,"53","75","42"
"IN011180800","JABALPUR, IN","2001-01-26",,"60","76",
"IN011180800","JABALPUR, IN","2001-01-27",,"60","79","45"
"IN011180800","JABALPUR, IN","2001-01-28",,"59","77","45"
"IN011180800","JABALPUR, IN","2001-01-29",,"63","82","49"
"IN011180800","JABALPUR, IN","2001-01-30",,"67","87","52"
"IN011180800","JABALPUR, IN","2001-01-31",,"72","90","53"
"IN011180800","JABALPUR, IN","2001-02-01",,"70","84","57"
"IN011180800","JABALPUR, IN","2001-02-02",,"65","77",
"IN011180800","JABALPUR, IN","2001-02-03",,"62","77","51"
"IN011180800","JABALPUR, IN","2001-02-04",,"64","81",
"IN011180800","JABALPUR, IN","2001-02-05",,"67","84","53"
"IN011180800","JABALPUR, IN","2001-02-06",,"63","80","50"
"IN011180800","JABALPUR, IN","2001-02-07",,"63",,"45"
"IN011180800","JABALPUR, IN","2001-02-08",,"63","82","46"
"IN011180800","JABALPUR, IN","2001-02-09",,"64","82","48"
"IN011180800","JABALPUR, IN","2001-02-10",,"66","83","50"
"IN011180800","JABALPUR, IN","2001-02-11",,"68","83","52"
"IN011180800","JABALPUR, IN","2001-02-12",,"69","84",
"IN011180800","JABALPUR, IN","2001-02-13",,"69","85",
"IN011180800","JABALPUR, IN","2001-02-14",,"75","94","52"
"IN011180800","JABALPUR, IN","2001-02-15","0.16","71","82","62"
"IN011180800","JABALPUR, IN","2001-02-16","0.00","65",,"52"
"IN011180800","JABALPUR, IN","2001-02-17",,"69","86","54"
"IN011180800","JABALPUR, IN","2001-02-18",,"71","87","56"
"IN011180800","JABALPUR, IN","2001-02-19",,"71","85","58"
"IN011180800","JABALPUR, IN","2001-02-20",,"73","87","57"
"IN011180800","JABALPUR, IN","2001-02-21",,"72","88",
"IN011180800","JABALPUR, IN","2001-02-22",,"69","86","54"
"IN011180800","JABALPUR, IN","2001-02-23",,"74","91","58"
"IN011180800","JABALPUR, IN","2001-02-24",,"78","93","63"
"IN011180800","JABALPUR, IN","2001-02-25",,"78","92","67"
"IN011180800","JABALPUR, IN","2001-02-26",,"74","87","64"
"IN011180800","JABALPUR, IN","2001-02-27",,"73","88","60"
"IN011180800","JABALPUR, IN","2001-02-28",,"76","88","61"
"IN011180800","JABALPUR, IN","2001-03-01",,"70","84","61"
"IN011180800","JABALPUR, IN","2001-03-02",,"70","81","58"
"IN011180800","JABALPUR, IN","2001-03-03",,"74","89","60"
"IN011180800","JABALPUR, IN","2001-03-04",,"72","84",
"IN011180800","JABALPUR, IN","2001-03-05","0.20","71","85","59"
"IN011180800","JABALPUR, IN","2001-03-06","0.00","73","88","56"
"IN011180800","JABALPUR, IN","2001-03-07",,"76","92","57"
"IN011180800","JABALPUR, IN","2001-03-08",,"75","90","60"
"IN011180800","JABALPUR, IN","2001-03-09",,"75","90","62"
"IN011180800","JABALPUR, IN","2001-03-10",,"74","91","60"
"IN011180800","JABALPUR, IN","2001-03-11",,"76","92","62"
"IN011180800","JABALPUR, IN","2001-03-12",,"76","92","62"
"IN011180800","JABALPUR, IN","2001-03-13",,"78","93","66"
"IN011180800","JABALPUR, IN","2001-03-14",,"77","91","68"
"IN011180800","JABALPUR, IN","2001-03-15",,"76","93","65"
"IN011180800","JABALPUR, IN","2001-03-16",,"78","94","66"
"IN011180800","JABALPUR, IN","2001-03-17",,"78","93","66"
"IN011180800","JABALPUR, IN","2001-03-18",,"79","96","62"
"IN011180800","JABALPUR, IN","2001-03-19",,"82","98","63"
"IN011180800","JABALPUR, IN","2001-03-20",,"82","99","73"
"IN011180800","JABALPUR, IN","2001-03-21",,"84","98","71"
"IN011180800","JABALPUR, IN","2001-03-22",,"83","96","71"
"IN011180800","JABALPUR, IN","2001-03-23","0.00","79","94","68"
"IN011180800","JABALPUR, IN","2001-03-24",,"81","95","65"
"IN011180800","JABALPUR, IN","2001-03-25",,"83","98","66"
"IN011180800","JABALPUR, IN","2001-03-26",,"80","98","67"
"IN011180800","JABALPUR, IN","2001-03-27",,"83","98","67"
"IN011180800","JABALPUR, IN","2001-03-28",,"86","100","68"
"IN011180800","JABALPUR, IN","2001-03-29",,"87",,"77"
"IN011180800","JABALPUR, IN","2001-03-30",,"82","94",
"IN011180800","JABALPUR, IN","2001-03-31",,"80","95","65"
"IN011180800","JABALPUR, IN","2001-04-01",,"81","92","67"
"IN011180800","JABALPUR, IN","2001-04-02",,"79",,"64"
"IN011180800","JABALPUR, IN","2001-04-03",,"83","99",
"IN011180800","JABALPUR, IN","2001-04-04",,"80",,"69"
"IN011180800","JABALPUR, IN","2001-04-05",,"85","101","71"
"IN011180800","JABALPUR, IN","2001-04-06",,"86","102",
"IN011180800","JABALPUR, IN","2001-04-07",,"86","100","69"
"IN011180800","JABALPUR, IN","2001-04-08",,"83","102","71"
"IN011180800","JABALPUR, IN","2001-04-09",,"90","104","73"
"IN011180800","JABALPUR, IN","2001-04-10",,"90","103","77"
"IN011180800","JABALPUR, IN","2001-04-11",,"87",,"76"
"IN011180800","JABALPUR, IN","2001-04-12",,"86","98","76"
"IN011180800","JABALPUR, IN","2001-04-13",,"82","95","73"
"IN011180800","JABALPUR, IN","2001-04-14",,"84","97","71"
"IN011180800","JABALPUR, IN","2001-04-15","0.00","81","94","74"
"IN011180800","JABALPUR, IN","2001-04-16","0.01","82","94","71"
"IN011180800","JABALPUR, IN","2001-04-17","0.16","77","89","68"
"IN011180800","JABALPUR, IN","2001-04-18","0.00","79","93","67"
"IN011180800","JABALPUR, IN","2001-04-19","0.28","81","96","69"
"IN011180800","JABALPUR, IN","2001-04-20","0.00","83","96","71"
"IN011180800","JABALPUR, IN","2001-04-21",,"84","96","69"
"IN011180800","JABALPUR, IN","2001-04-22",,"85","99","71"
"IN011180800","JABALPUR, IN","2001-04-23",,"88","102",
"IN011180800","JABALPUR, IN","2001-04-24",,"90","106","75"
"IN011180800","JABALPUR, IN","2001-04-26",,"93",,"80"
"IN011180800","JABALPUR, IN","2001-04-27",,"94","109","79"
"IN011180800","JABALPUR, IN","2001-04-28",,"95","109","81"
"IN011180800","JABALPUR, IN","2001-04-30",,"87",,"78"
"IN011180800","JABALPUR, IN","2001-05-01",,"97","111","81"
"IN011180800","JABALPUR, IN","2001-05-02",,"94","110","82"
"IN011180800","JABALPUR, IN","2001-05-03",,"97","110","83"
"IN011180800","JABALPUR, IN","2001-05-04",,"96","109","83"
"IN011180800","JABALPUR, IN","2001-05-05",,"97","111","80"
"IN011180800","JABALPUR, IN","2001-05-06",,"104",,"82"
"IN011180800","JABALPUR, IN","2001-05-07",,"101","112",
"IN011180800","JABALPUR, IN","2001-05-08",,"98","111","86"
"IN011180800","JABALPUR, IN","2001-05-09",,"96","110","82"
"IN011180800","JABALPUR, IN","2001-05-10",,"92",,"83"
"IN011180800","JABALPUR, IN","2001-05-11",,"95",,"73"
"IN011180800","JABALPUR, IN","2001-05-12",,"100","111","86"
"IN011180800","JABALPUR, IN","2001-05-13",,"99","111","84"
"IN011180800","JABALPUR, IN","2001-05-14",,"95","112",
"IN011180800","JABALPUR, IN","2001-05-15",,"99","110","80"
"IN011180800","JABALPUR, IN","2001-05-16",,"93","107",
